Phytochemical,Plant,CID,SMILES,Database,Target_Name,Gene_Symbol,UniProt_ID,ChEMBL_ID,Target_Class,Target_Key,Probability,P_Value,Max_Tc,Rank
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Tyrosine 3-hydroxylase,TH,P07101,CHEMBL1969,Oxidoreductase,P07101,0.177302605236,,,5
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Voltage-gated calcium channel alpha2/delta subunit 1 (by homology),CACNA2D1,P54289,CHEMBL1919,Calcium channel auxiliary subunit alpha2delta family,P54289,0.150923844771,,,6
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Thyroid hormone receptor alpha,THRA,P10827,CHEMBL1860,Nuclear receptor,P10827,0.080569968052,,,7
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Thyroid hormone receptor beta-1,THRB,P10828,CHEMBL1947,Nuclear receptor,P10828,0.080569968052,,,8
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,L-type amino acid transporter 1,SLC7A5,Q01650,CHEMBL4459,Electrochemical transporter,Q01650,0.080569968052,,,9
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Bile acid receptor FXR,NR1H4,Q96RI1,CHEMBL2047,Nuclear receptor,Q96RI1,0.080569968052,,,10
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,DNA-(apurinic or apyrimidinic site) lyase,APEX1,P27695,CHEMBL5619,Enzyme,P27695,0.080569968052,,,11
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Receptor-type tyrosine-protein phosphatase alpha,PTPRA,P18433,CHEMBL3918,Phosphatase,P18433,0.080569968052,,,12
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Trace amine-associated receptor 1 (by homology),TAAR1,Q96RJ0,CHEMBL5857,Family A G protein-coupled receptor,Q96RJ0,0.080569968052,,,13
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Kynurenine 3-monooxygenase,KMO,O15229,CHEMBL2145,Oxidoreductase,O15229,0.0717871625222,,,14
TYROSINE,Abrus precatorius,6057.0,C1=CC(=CC=C1CC(C(=O)O)N)O,SwissTargetPrediction,Lysine-specific demethylase 4C,KDM4C,Q9H3R0,CHEMBL6175,Eraser,Q9H3R0,0.0717871625222,,,15
